100016,2,Community College of the Air Force - Sheppard,917 Missile Road,Sheppard AFB,TX,"""76311-2263"""
100098,3,Childersburg Campus,34091 US Hwy. 280,Childersburg,AL,"""35044"""
100098,3,Childersburg Campus,34091 US Hwy. 280,Childersburg,AL,"""35044"""
100098,4,Alexander City Campus,1675 Cherokee Road PO Box 699,Alexander City,AL,"""35010"""
100104,2,Northeast Alabama CC,138 Lowell Barron Highway W,Rainsville,AL,"""35986"""
100104,3,Northwest - Shoals Alabama CC,800 George Wallace Road,Muscle Shoals,AL,"""35662"""
100104,4,Redstone Arsenal,"Bldg. 3200, Little John Road Athens State Universi",Redstone Arsenal,AL,"""35898"""
100104,5,Snead State CC,220 North Walnut Street,Boaz,AL,"""35957"""
100104,6,Wallace State Comm Coll - Hanceville,801 Main Street,Hanceville,AL,"""35077"""
100122,2,Mobile Campus (Pharmacy),"USA Rsch Park 650 Clinic Drive, Rm 2100",Mobile,AL,"""36688-0002"""
100210,2,AAC at Mobile,1975 Ave C,Mobile,AL,"""36615-1403"""
100210,3,AAC at Ozark,3405 Hwy 231 S,Ozark,AL,"""36360"""
100229,2,Fairhope Campus,440 Fairhope Ave,Fairhope,AL,"""36532"""
100229,3,Gulf Shores Campus,3301 Gulf Shores Pkwy,Gulf Shores,AL,"""36542"""
100229,4,Daphne HS,9300 Lawson Rd,Daphne,AL,"""36526"""
100238,5,Birmingham,2200 Riverchase Center,Birmingham,AL,"""35244"""
100238,6,Mobile,917 Western American Circle,Mobile,AL,"""36609"""
100247,2,Gadsden Business College - Anniston Campus,"1805 Hillyer Robinson Industrial Parkway, Suite B",Anniston,AL,"""36207"""
100274,5,Clanton Ext,2829 Fourth Avenue North,Clanton,AL,"""35045"""
100283,2,Occupational Therapy Assistant Program at Faulkner State Community College,1900 US Highway 31 South,Bay Minnette,AL,"""36507"""
100380,2,Atmore,6574 Highway 21 PO Box 1119,Atmore,AL,"""36504"""
100399,3,Richard M. Scrushy Campus,4600 Valleydale Rd,Birmingham,AL,"""35242"""
100399,3,Richard M. Scrushy Campus,4600 Valleydale Rd,Birmingham,AL,"""35242"""
